Site Name,University,Full Name,Award Year,Dissertation Title,City,State,Country
Archeological Museum,Brown University,Elizabeth Cecil,2013,"Mapping a Contested Landscape: Religion, Politics, and Place  in the Making of Pashupata Identity",Bhopal,Madhya Pradesh,India
Baroli Temple Complex (en route from Mandasor area),Brown University,Elizabeth Cecil,2013,"Mapping a Contested Landscape: Religion, Politics, and Place  in the Making of Pashupata Identity",Chittorgarh,Rajasthan,India
Central Museum,Brown University,Elizabeth Cecil,2013,"Mapping a Contested Landscape: Religion, Politics, and Place  in the Making of Pashupata Identity",Bhopal,Madhya Pradesh,India
Chittorgarh Government Museum,Brown University,Elizabeth Cecil,2013,"Mapping a Contested Landscape: Religion, Politics, and Place  in the Making of Pashupata Identity",Chittorgarh,Rajasthan,India
Kusumā Temple,Brown University,Elizabeth Cecil,2013,"Mapping a Contested Landscape: Religion, Politics, and Place  in the Making of Pashupata Identity",Sirohi,Rajasthan,India
Mandor Museum,Brown University,Elizabeth Cecil,2013,"Mapping a Contested Landscape: Religion, Politics, and Place  in the Making of Pashupata Identity",Jodhpur,Rajasthan,India
Navatorana Temple,Brown University,Elizabeth Cecil,2013,"Mapping a Contested Landscape: Religion, Politics, and Place  in the Making of Pashupata Identity",Mandasor,Madhya Pradesh,India
Rajasthan Oriental Research Institute,Brown University,Elizabeth Cecil,2013,"Mapping a Contested Landscape: Religion, Politics, and Place  in the Making of Pashupata Identity",Chittorgarh,Rajasthan,India
Archives de Paris,Harvard University,Elizabeth Cross,2013,The Compagnie des Indes and the Fate of Commercial Empire  in the French Revolution,Paris,,France
Archives départementales du Calvados,Harvard University,Elizabeth Cross,2013,The Compagnie des Indes and the Fate of Commercial Empire  in the French Revolution,Caen,,France
"Sophia Smith Collections, Smith College",Columbia University,Emily Hainze,2013,"Women, Crime and Imprisonment in the United States, 1890-1935",Northampton,MA,USA
"Bancroft Library Special Collections, UC-Berkeley",University of Wisconsin-Madison,Lisa Hollenbach,2013,Alternative Networks: Recording and Broadcasting American Poetry after 1950,Berkeley,CA,USA
"Special Collections and University Archives, Stanford University",University of Wisconsin-Madison,Lisa Hollenbach,2013,Alternative Networks: Recording and Broadcasting American Poetry after 1950,Stanford,CA,USA
WBAI Station Office,University of Wisconsin-Madison,Lisa Hollenbach,2013,Alternative Networks: Recording and Broadcasting American Poetry after 1950,New York,NY,USA
Collections of Parks and Public Space Organizations,Brown University,Benjamin Holtzman,2013,"The Logic of the Metropolis: Reshaping Real Estate and Public Space in New York, 1965-1995",New York,NY,USA
Biblioteca Vallicelliana,Stanford University,Hannah Marcus,2013,"Banned Books: Censorship and Scholarship  in  Late Renaissance Italy, 1559-1633",Rome,,Italy
"Gardner A. Sage Library, New Brunswick Theological Seminary","University of California, Santa Barbara",Caleb McCarthy,2013,"Christian Missions, Seminaries, and the Study  of Islam",New Brunswick,NJ,USA
Rutgers Library,"University of California, Santa Barbara",Caleb McCarthy,2013,"Christian Missions, Seminaries, and the Study  of Islam",New Brunswick,NJ,USA
Jamaican National Archives,New York University,Max Mishler,2013,"Boundaries of Freedom: Abolition, Punishment, and State  Formation in the Atlantic World, 1780-1840",Kingston,,Jamaica
Bundesarchiv-Lichterfelde,George Washington University,Julia Sittmann,2013,SaddamÍs Students: Young People and State Power in  Ba'athist Iraq (1968-2003),Berlin,,Germany
Politisches Archiv,George Washington University,Julia Sittmann,2013,SaddamÍs Students: Young People and State Power in  Ba'athist Iraq (1968-2003),Berlin,,Germany
Boston Public Library,Yale University,Lauren Tilton,2013,Through Local Eyes: The Community Film Movement,Boston,MA,USA
Community Film Workshop Council of Chicago (CFW),Yale University,Lauren Tilton,2013,Through Local Eyes: The Community Film Movement,Chicago,IL,USA
Downtown Community TV,Yale University,Lauren Tilton,2013,Through Local Eyes: The Community Film Movement,New York,NY,USA
National Archives,Yale University,Lauren Tilton,2013,Through Local Eyes: The Community Film Movement,College Park,MD,USA
New York Public Library,Yale University,Lauren Tilton,2013,Through Local Eyes: The Community Film Movement,New York,NY,USA
Visalia Public Library,Yale University,Lauren Tilton,2013,Through Local Eyes: The Community Film Movement,Visalia,CA,USA
WNET,Yale University,Lauren Tilton,2013,Through Local Eyes: The Community Film Movement,New York,NY,USA
"Biblioteca ""George Bariţiu""",University of Pittsburgh,Roland Clark,2010,The Legion of the Archangel Michael: Building a Fascist Community in Interwar Romania,Braşov,,Romania
Centro de Apoyo a las Investigaciones Históricas de Yucatan,University of Arizona,Ryan Kashanipour,2007,"A World of Cures: Spanish and Indigenous Healing in the Atlantic World, 16th - 18th Centuries",Merida,,Mexico
Musée des Abénakis ,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,Odanak Indian Reserve,Quebec,Canada
Romanian State Archives,University of Pittsburgh,Roland Clark,2010,The Legion of the Archangel Michael: Building a Fascist Community in Interwar Romania,Braşov,,Romania
Somerset County Record Office,University of Pennsylvania,Catherine Styer,2007,"This Christian and Charitable Work: Barbary Pirates, Slave Redemption, and the Formation of British Atlantic Identities, 1600-1776",,Somerset,United Kingdom
Tokyo Metropolitan Police Department,Columbia University,Jang Wook Huh,2012,"Black Radicalism in Korea: Overlapping Dispossessions in Afro-Korean Literary Networks, 1888-1959",Tokyo,Tokyo,Japan
Toyo Bunko (The Oriental Library),Columbia University,Man Xu,2006,Places and Objects: Interpreting Women's Space in Fujian and Jiangxi during the Song Dynasty (960-1279),Tokyo,Tokyo,Japan
Archives départementale du Loiret,Johns Hopkins University,William Brown,2012,"Les administrateurs de l'empire: Ambition, Expansion, and Mobility in the First French Empire, 1661-1715",Orléans,,France
Archives départementale du Loiret,Brown University,Adam Boss,2012,Outsiders: The Limits of Urban Community in Late-Medieval France,Orléans,,France
Archivo Ecclesiastico Historico de Yucatàn,University of Arizona,Ryan Kashanipour,2007,"A World of Cures: Spanish and Indigenous Healing in the Atlantic World, 16th - 18th Centuries",Mérida,,Mexico
Asia Art Archive,Massachusetts Institute of Technology,Winnie Wong,2008,"After the Copy: China, Dafen Village, and the Hand-Painted Art Product",Hong Kong,Hong Kong,China
Central Library of Hong Kong,Massachusetts Institute of Technology,Winnie Wong,2008,"After the Copy: China, Dafen Village, and the Hand-Painted Art Product",Hong Kong,Hong Kong,China
"Center of Buddhist Studies, University of Hong Kong",Columbia University,Rafal Stepien,2012,The Unity Between: Ways of Saying and Silence in Buddhism and Islam,Hong Kong,Hong Kong,China
Devon Record Office,University of Pennsylvania,Catherine Styer,2007,"This Christian and Charitable Work: Barbary Pirates, Slave Redemption, and the Formation of British Atlantic Identities, 1600-1776",Devon,Devonshire,United Kingdom
District Library,"Department of English, University of Florida",Poushali  Bhadury,2013,Nationalism and Global Consciousness in Postcolonial  Print Culture: Deb Sahitya Kutir and Bengali ChildrenÍs  Publishing (1947-1964),South 24 Parganas,Parganas,India
"Archivo General de la Nación, Mexico",CUNY Graduate Center,Angela Herren,2002,Portraying the Aztec Past: 16th-C. Pictorial Accounts of Origin,Mexico City,,Mexico
Royal Academy of Arts,CUNY Graduate Center,Angela Herren,2002,Portraying the Aztec Past: 16th-C. Pictorial Accounts of Origin,London,,United Kingdom
Historical Society of Pennsylvania,"University of North Carolina, Chapel Hill",Susan Pearson,2002,"'The Rights of the Defenseless': Animals, Children, and the Rhetoric of Rights in American Reform, 1865-1930",Philadelphia,PA,USA
National Library of Medicine,Harvard University,Alisha Rankin,2002,Women's Domestic Medicine in Sixteenth-Century Germany: The Case of Elisabeth von Rochlitz,Bethesda,MD,USA
"Württembergische Landesbibliothek, Stuttgart",Harvard University,Alisha Rankin,2002,Women's Domestic Medicine in Sixteenth-Century Germany: The Case of Elisabeth von Rochlitz,Stuttgart,,Germany
Registrar General Office,University of Texas at Austin,Paula Saunders,2002,"Free and Enslaved African Communities in Colonial Jamaica, 1780-1834",Spanish Town,,Jamaica
Syktyvkar Regional Archives,University of Chicago,Alan Barenberg,2003,"From Prisoners to Miners: A Social History of Vorkuta, 1943-1964",Syktyvkar,,Russia
Vatican Library,UCLA,Kate Bartel,2003,Portal of the Skies: Music as Devotional Act in Early Modern Europe,Rome,,Italy
New York State Library,Cornell University,Kathryn Clippinger,2003,"Comparative Family Ethnicity on the New York Borderlands, 1680-1800",Albany,NY,USA
Catholic University of America Archives,Yale University Graduate School of Arts and Scienc,Rebecca Davis,2003,"For Better or for Worse: Marriage Counseling, Gender, and Sexual Politics in the United States, 1945-1980",Washington,DC,USA
"Kinsey Institute Library, Indiana University",Yale University Graduate School of Arts and Scienc,Rebecca Davis,2003,"For Better or for Worse: Marriage Counseling, Gender, and Sexual Politics in the United States, 1945-1980",Bloomington,IN,USA
"National Archives, College Park, MD (NARA II)",Yale University,Helen Lennon,2003,Creating A Witness: Film as Evidence in International War Crimes Tribunals,College Park,MD,USA
Bibliotheque Nationale de France,Johns Hopkins University,Lisa Mahoney,2003,Re-presenting the Past: The Histoire ancienne jusqu'e Cesar in the Context of the Crusades,Paris,,France
Historic New Orleans Collection,New York University,Jasmine Mir,2003,"Marketplace of Desire: Contested Space, Tourism, and Constructions of Sexual Deviance' in New Orleans, 1880-1920",New Orleans,LA,USA
Centre d'accueil et de recherche des Archives Nationales (CARAN),University of California Los Angeles,William Nelson,2003,"'The Weapon of Time': Constructing the Future in France, 1760-1800",Paris,,France
Royal Danish Library,University of Chicago,Anthony Raynsford,2003,"Sites of Lost Dwelling: The Figure of the Archaic City in the Discourses of Urban Design, 1940-70",Copenhagen,,Denmark
"Beinecke Library, Yale University",Duke University,Samuel Breene,2004,Mozart's Violin Sonatas and Gestures of Embodiment: Toward a New Model of Performance Practice,New Haven,CT,USA
Archivio di Stato di Firenze (State Archives of Florence),"Rutgers, the State University of New Jersey",Meghan Callahan,2004,The Politics of Architecture: Suor Domenica da Paradiso and Her Convent of La Crocetta in Post-Savonarolan Florence,Florence,,Italy
Bibliotheque Nationale de France,"University of California, Berkeley",Michelle King,2004,"Infanticide as an Object of Knowledge in China, Late 19thÏEarly 20th Century",Paris,,France
Shanghai Library,"University of California, Berkeley",Michelle King,2004,"Infanticide as an Object of Knowledge in China, Late 19thÏEarly 20th Century",Shanghai,,China
Australian National Archives,Columbia University,Ellen Boucher,2005,"An Imperial Investment: British Child Emigration to Australia and Southern Rhodesia, 1900-1967",Canberra,,Australia
State Archives of Western Australia,Columbia University,Ellen Boucher,2005,"An Imperial Investment: British Child Emigration to Australia and Southern Rhodesia, 1900-1967",Perth,,Australia
"Archivo General Militar, Segovia",Georgetown University,Vanesa Casanova-Fernandez,2005,"Of Moors and Men: The Construction of Masculinities on the Spanish-Moroccan Frontier, Ceuta 1640-1799",Segovia,,Spain
Akademie der Künste,Massachusetts Institute of Technology,Zeynep Celik bei Opitz,2005,"Kinaesthetic Impulses: Space, Performance, and the Body in German Architecture, 1870-1918",Berlin,,Germany
"Universität Archiv, Universität Leipzig",Massachusetts Institute of Technology,Zeynep Celik bei Opitz,2005,"Kinaesthetic Impulses: Space, Performance, and the Body in German Architecture, 1870-1918",Leipzig,,Germany
Staatsbibliothek zu Berlin,George Washington University,Julia Sittmann,2013,SaddamÍs Students: Young People and State Power in  Ba'athist Iraq (1968-2003),Berlin,,Germany
Archives de la Préfecture de Police,"University of California, Davis",David Stenner,2013,Networking for Independence: the Moroccan Nationalist Movement and Its Global Campaign Against Colonialism,Paris,,France
Archives Nationales,"University of California, Davis",David Stenner,2013,Networking for Independence: the Moroccan Nationalist Movement and Its Global Campaign Against Colonialism,Paris,,France
Archivo Nacional de la Administración,"University of California, Davis",David Stenner,2013,Networking for Independence: the Moroccan Nationalist Movement and Its Global Campaign Against Colonialism,Madrid,,Spain
Centre des Archives diplomatiques,"University of California, Davis",David Stenner,2013,Networking for Independence: the Moroccan Nationalist Movement and Its Global Campaign Against Colonialism,Nantes,,France
Library of Congress,"University of California, Davis",David Stenner,2013,Networking for Independence: the Moroccan Nationalist Movement and Its Global Campaign Against Colonialism,Washington,DC,USA
Service Historique de l’Armée,"University of California, Davis",David Stenner,2013,Networking for Independence: the Moroccan Nationalist Movement and Its Global Campaign Against Colonialism,Vincennes,,France
"Angus Library, Regents College, University of Oxford","University of California, Irvine",Adam Thomas,2013,Racial Ambiguity and Citizenship in the Postemancipation British Caribbean and US,Oxford,,United Kingdom
